1530906621.03 , 0.0 , 0.0 , nan
1530906621.05 , 0.0 , 0.0 , nan
1530906621.06 , 0.0 , 0.0 , nan
1530906621.09 , 0.0 , 0.0 , nan
1530906621.1 , 0.0 , 0.0 , nan
1530906621.11 , 0.0 , 0.0 , nan
1530906621.12 , 0.0 , 0.0 , nan
1530906621.13 , 0.0 , 0.0 , nan
1530906621.15 , 0.0 , 0.0 , nan
1530906621.16 , 0.0 , 0.0 , nan
1530906621.17 , 0.0 , 0.0 , nan
1530906621.18 , 0.0 , 0.0 , nan
1530906621.19 , 0.0 , 0.0 , nan
1530906621.2 , 0.0 , 0.0 , nan
1530906621.21 , 0.0 , 0.0 , nan
1530906621.23 , 0.0 , 0.0 , nan
1530906621.24 , 0.0 , 0.0 , nan
1530906621.25 , 0.0 , 0.0 , nan
1530906621.26 , 0.0 , 0.0 , nan
1530906621.27 , 0.0 , 0.0 , nan
1530906621.28 , 0.0 , 0.0 , nan
1530906621.29 , 0.0 , 0.0 , nan
1530906621.3 , 0.0 , 0.0 , nan
1530906621.31 , 0.0 , 0.0 , nan
1530906621.32 , 0.0 , 0.0 , nan
1530906621.33 , 0.0 , 0.0 , nan
1530906621.34 , 0.0 , 0.0 , nan
1530906621.35 , 0.0 , 0.0 , nan
1530906621.36 , 0.0 , 0.0 , nan
1530906621.37 , 0.0 , 0.0 , nan
1530906621.38 , 0.0 , 0.0 , nan
1530906621.39 , 0.0 , 0.0 , nan
1530906621.4 , 0.0 , 0.0 , nan
1530906621.41 , 0.0 , 0.0 , nan
1530906621.43 , 0.0 , 0.0 , nan
1530906621.69 , 0.0 , 0.0 , nan
1530906621.7 , 0.0 , 0.0 , nan
1530906621.71 , 0.0 , 0.0 , nan
1530906621.72 , 0.0 , 0.0 , nan
1530906621.73 , 0.0 , 0.0 , nan
1530906621.74 , 0.0 , 0.0 , nan
1530906621.75 , 0.0 , 0.0 , nan
1530906621.76 , 0.0 , 0.0 , nan
1530906621.77 , 0.0 , 0.0 , nan
1530906621.79 , 0.0 , 0.0 , nan
1530906621.8 , 0.0 , 0.0 , nan
1530906621.81 , 0.0 , 0.0 , nan
1530906621.82 , 0.0 , 0.0 , nan
1530906621.83 , 0.0 , 0.0 , nan
1530906621.84 , 0.0 , 0.0 , nan
1530906621.85 , 0.0 , 0.0 , nan
1530906621.86 , 0.0 , 0.0 , nan
1530906621.87 , 0.0 , 0.0 , nan
1530906621.88 , 0.0 , 0.0 , nan
1530906621.89 , 0.0 , 0.0 , nan
1530906621.9 , 0.0 , 0.0 , nan
1530906621.91 , 0.0 , 0.0 , nan
1530906621.92 , 0.0 , 0.0 , nan
1530906621.94 , 0.0 , 0.0 , nan
1530906621.95 , 0.0 , 0.0 , nan
1530906621.96 , 0.0 , 0.0 , nan
1530906621.97 , 0.0 , 0.0 , nan
1530906621.98 , 29.715086 , -95.402033333 , 14.0
1530906621.99 , 29.715086 , -95.402033333 , 14.0
1530906622.0 , 29.715086 , -95.402033333 , 14.0
1530906622.01 , 29.715086 , -95.402033333 , 14.0
1530906622.02 , 29.715086 , -95.402033333 , 14.0
1530906622.03 , 29.715086 , -95.402033333 , 14.0
1530906622.04 , 29.715086 , -95.402033333 , 14.0
1530906622.05 , 29.715086 , -95.402033333 , 14.0
1530906622.06 , 29.715086 , -95.402033333 , 14.0
1530906622.07 , 29.715086 , -95.402033333 , 14.0
1530906622.08 , 29.715086 , -95.402033333 , 14.0
1530906622.09 , 29.715086 , -95.402033333 , 14.0
1530906622.1 , 29.715086 , -95.402033333 , 14.0
1530906622.12 , 29.715086 , -95.402033333 , 14.0
1530906622.13 , 29.715086 , -95.402033333 , 14.0
1530906622.14 , 29.715086 , -95.402033333 , 14.0
1530906622.15 , 29.715086 , -95.402033333 , 14.0
1530906622.16 , 29.715086 , -95.402033333 , 14.0
1530906622.17 , 29.715086 , -95.402033333 , 14.0
1530906622.18 , 29.715086 , -95.402033333 , 14.0
1530906622.19 , 29.715086 , -95.402033333 , 14.0
1530906622.2 , 29.715086 , -95.402033333 , 14.0
1530906622.21 , 29.715086 , -95.402033333 , 14.0
1530906622.22 , 29.715086 , -95.402033333 , 14.0
1530906622.23 , 29.715086 , -95.402033333 , 14.0
1530906622.24 , 29.715086 , -95.402033333 , 14.0
1530906622.25 , 29.715086 , -95.402033333 , 14.0
1530906622.26 , 29.715086 , -95.402033333 , 14.0
1530906622.27 , 29.715086 , -95.402033333 , 14.0
1530906622.28 , 29.715086 , -95.402033333 , 14.0
1530906622.29 , 29.715086 , -95.402033333 , 14.0
1530906622.3 , 29.715086 , -95.402033333 , 14.0
1530906622.31 , 29.715086 , -95.402033333 , 14.0
1530906622.32 , 29.715086 , -95.402033333 , 14.0
1530906622.34 , 29.715086 , -95.402033333 , 14.0
1530906622.35 , 29.715086 , -95.402033333 , 14.0
1530906622.36 , 29.715086 , -95.402033333 , 14.0
1530906622.37 , 29.715086 , -95.402033333 , 14.0
1530906622.38 , 29.715086 , -95.402033333 , 14.0
1530906622.39 , 29.715086 , -95.402033333 , 14.0
1530906622.4 , 29.715086 , -95.402033333 , 14.0
1530906622.41 , 29.715086 , -95.402033333 , 14.0
1530906622.42 , 29.715086 , -95.402033333 , 14.0
1530906622.43 , 29.715086 , -95.402033333 , 14.0
1530906622.44 , 29.715086 , -95.402033333 , 14.0
1530906622.45 , 29.715086 , -95.402033333 , 14.0
1530906622.46 , 29.715086 , -95.402033333 , 14.0
1530906622.47 , 29.715086 , -95.402033333 , 14.0
1530906622.48 , 29.715086 , -95.402033333 , 14.0
1530906622.49 , 29.715086 , -95.402033333 , 14.0
1530906622.5 , 29.715086 , -95.402033333 , 14.0
1530906622.51 , 29.715086 , -95.402033333 , 14.0
1530906622.52 , 29.715086 , -95.402033333 , 14.0
1530906622.53 , 29.715086 , -95.402033333 , 14.0
1530906622.55 , 29.715086 , -95.402033333 , 14.0
1530906622.56 , 29.715086 , -95.402033333 , 14.0
1530906622.57 , 29.715086 , -95.402033333 , 14.0
1530906622.58 , 29.715086 , -95.402033333 , 14.0
1530906622.59 , 29.715086 , -95.402033333 , 14.0
1530906622.6 , 29.715086 , -95.402033333 , 14.0
1530906622.61 , 29.715086 , -95.402033333 , 14.0
1530906622.62 , 29.715086 , -95.402033333 , 14.0
